Date,Close,close_Lag1,close_Lag2,close_Lag3
2019-09-18,291.559998,298.600006,294.290009,294.149994
2019-09-19,286.600006,291.559998,298.600006,294.290009
2019-09-20,270.75,286.600006,291.559998,298.600006
2019-09-23,265.920013,270.75,286.600006,291.559998
2019-09-24,254.589996,265.920013,270.75,286.600006
2019-09-25,264.75,254.589996,265.920013,270.75
2019-09-26,263.309998,264.75,254.589996,265.920013
2019-09-27,263.079987,263.309998,264.75,254.589996
2019-09-30,267.619995,263.079987,263.309998,264.75
2019-10-01,269.579987,267.619995,263.079987,263.309998
2019-10-02,268.029999,269.579987,267.619995,263.079987
2019-10-03,268.149994,268.029999,269.579987,267.619995
2019-10-04,272.790009,268.149994,268.029999,269.579987
2019-10-07,274.459991,272.790009,268.149994,268.029999
2019-10-08,270.720001,274.459991,272.790009,268.149994
2019-10-09,267.529999,270.720001,274.459991,272.790009
2019-10-10,280.480011,267.529999,270.720001,274.459991
2019-10-11,282.929993,280.480011,267.529999,270.720001
2019-10-14,285.529999,282.929993,280.480011,267.529999
2019-10-15,284.25,285.529999,282.929993,280.480011
2019-10-16,286.279999,284.25,285.529999,282.929993
2019-10-17,293.350006,286.279999,284.25,285.529999
2019-10-18,275.299988,293.350006,286.279999,284.25
2019-10-21,278.049988,275.299988,293.350006,286.279999
2019-10-22,266.690002,278.049988,275.299988,293.350006
2019-10-23,271.269989,266.690002,278.049988,275.299988
2019-10-24,271.5,271.269989,266.690002,278.049988
2019-10-25,276.820007,271.5,271.269989,266.690002
2019-10-28,281.859985,276.820007,271.5,271.269989
2019-10-29,281.209991,281.859985,276.820007,271.5
2019-10-30,291.450012,281.209991,281.859985,276.820007
2019-10-31,287.410004,291.450012,281.209991,281.859985
2019-11-01,286.809998,287.410004,291.450012,281.209991
2019-11-04,292.859985,286.809998,287.410004,291.450012
2019-11-05,288.029999,292.859985,286.809998,287.410004
2019-11-06,288.589996,288.029999,292.859985,286.809998
2019-11-07,289.570007,288.589996,288.029999,292.859985
2019-11-08,291.570007,289.570007,288.589996,288.029999
2019-11-11,294.179993,291.570007,289.570007,288.589996
2019-11-12,292.01001,294.179993,291.570007,289.570007
2019-11-13,283.109985,292.01001,294.179993,291.570007
2019-11-14,289.619995,283.109985,292.01001,294.179993
2019-11-15,295.029999,289.619995,283.109985,292.01001
2019-11-18,302.570007,295.029999,289.619995,283.109985
2019-11-19,302.600006,302.570007,295.029999,289.619995
2019-11-20,305.160004,302.600006,302.570007,295.029999
2019-11-21,311.690002,305.160004,302.600006,302.570007
2019-11-22,310.480011,311.690002,305.160004,302.600006
2019-11-25,315.549988,310.480011,311.690002,305.160004
2019-11-26,312.48999,315.549988,310.480011,311.690002
2019-11-27,315.929993,312.48999,315.549988,310.480011
2019-11-29,314.660004,315.929993,312.48999,315.549988
2019-12-02,309.98999,314.660004,315.929993,312.48999
2019-12-03,306.160004,309.98999,314.660004,315.929993
2019-12-04,304.320007,306.160004,309.98999,314.660004
2019-12-05,302.859985,304.320007,306.160004,309.98999
2019-12-06,307.350006,302.859985,304.320007,306.160004
2019-12-09,302.5,307.350006,302.859985,304.320007
2019-12-10,293.119995,302.5,307.350006,302.859985
2019-12-11,298.929993,293.119995,302.5,307.350006
2019-12-12,298.440002,298.929993,293.119995,302.5
2019-12-13,298.5,298.440002,298.929993,293.119995
2019-12-16,304.209991,298.5,298.440002,298.929993
2019-12-17,315.480011,304.209991,298.5,298.440002
2019-12-18,320.799988,315.480011,304.209991,298.5
2019-12-19,332.220001,320.799988,315.480011,304.209991
2019-12-20,336.899994,332.220001,320.799988,315.480011
2019-12-23,333.100006,336.899994,332.220001,320.799988
2019-12-24,333.200012,333.100006,336.899994,332.220001
2019-12-26,332.630005,333.200012,333.100006,336.899994
2019-12-27,329.089996,332.630005,333.200012,333.100006
2019-12-30,323.309998,329.089996,332.630005,333.200012
2019-12-31,323.570007,323.309998,329.089996,332.630005
2020-01-02,329.809998,323.570007,323.309998,329.089996
2020-01-03,325.899994,329.809998,323.570007,323.309998
2020-01-06,335.829987,325.899994,329.809998,323.570007
2020-01-07,330.75,335.829987,325.899994,329.809998
2020-01-08,339.26001,330.75,335.829987,325.899994
2020-01-09,335.660004,339.26001,330.75,335.829987
2020-01-10,329.049988,335.660004,339.26001,330.75
2020-01-13,338.920013,329.049988,335.660004,339.26001
2020-01-14,338.690002,338.920013,329.049988,335.660004
2020-01-15,339.070007,338.690002,338.920013,329.049988
2020-01-16,338.619995,339.070007,338.690002,338.920013
2020-01-17,339.670013,338.619995,339.070007,338.690002
2020-01-21,338.109985,339.670013,338.619995,339.070007
2020-01-22,326.0,338.109985,339.670013,338.619995
2020-01-23,349.600006,326.0,338.109985,339.670013
2020-01-24,353.160004,349.600006,326.0,338.109985
2020-01-27,342.880005,353.160004,349.600006,326.0
2020-01-28,348.519989,342.880005,353.160004,349.600006
2020-01-29,343.160004,348.519989,342.880005,353.160004
2020-01-30,347.73999,343.160004,348.519989,342.880005
2020-01-31,345.089996,347.73999,343.160004,348.519989
2020-02-03,358.0,345.089996,347.73999,343.160004
2020-02-04,369.01001,358.0,345.089996,347.73999
2020-02-05,369.670013,369.01001,358.0,345.089996
2020-02-06,366.950012,369.670013,369.01001,358.0
2020-02-07,366.769989,366.950012,369.670013,369.01001
2020-02-10,371.070007,366.769989,366.950012,369.670013
2020-02-11,373.690002,371.070007,366.769989,366.950012
2020-02-12,380.01001,373.690002,371.070007,366.769989
2020-02-13,381.399994,380.01001,373.690002,371.070007
2020-02-14,380.399994,381.399994,380.01001,373.690002
2020-02-18,387.779999,380.399994,381.399994,380.01001
2020-02-19,386.190002,387.779999,380.399994,381.399994
2020-02-20,386.0,386.190002,387.779999,380.399994
2020-02-21,380.070007,386.0,386.190002,387.779999
2020-02-24,368.700012,380.070007,386.0,386.190002
2020-02-25,360.089996,368.700012,380.070007,386.0
2020-02-26,379.23999,360.089996,368.700012,380.070007
2020-02-27,371.709991,379.23999,360.089996,368.700012
2020-02-28,369.029999,371.709991,379.23999,360.089996
2020-03-02,381.049988,369.029999,371.709991,379.23999
2020-03-03,368.769989,381.049988,369.029999,371.709991
2020-03-04,383.790009,368.769989,381.049988,369.029999
2020-03-05,372.779999,383.790009,368.769989,381.049988
2020-03-06,368.970001,372.779999,383.790009,368.769989
2020-03-09,346.48999,368.970001,372.779999,383.790009
2020-03-10,364.130005,346.48999,368.970001,372.779999
2020-03-11,349.920013,364.130005,346.48999,368.970001
2020-03-12,315.25,349.920013,364.130005,346.48999
2020-03-13,336.299988,315.25,349.920013,364.130005
2020-03-16,298.839996,336.299988,315.25,349.920013
2020-03-17,319.75,298.839996,336.299988,315.25
2020-03-18,315.470001,319.75,298.839996,336.299988
2020-03-19,332.029999,315.470001,319.75,298.839996
2020-03-20,332.829987,332.029999,315.470001,319.75
2020-03-23,360.269989,332.829987,332.029999,315.470001
2020-03-24,357.320007,360.269989,332.829987,332.029999
2020-03-25,342.390015,357.320007,360.269989,332.829987
2020-03-26,362.98999,342.390015,357.320007,360.269989
2020-03-27,357.119995,362.98999,342.390015,357.320007
2020-03-30,370.959991,357.119995,362.98999,342.390015
2020-03-31,375.5,370.959991,357.119995,362.98999
2020-04-01,364.079987,375.5,370.959991,357.119995
2020-04-02,370.079987,364.079987,375.5,370.959991
2020-04-03,361.76001,370.079987,364.079987,375.5
2020-04-06,379.959991,361.76001,370.079987,364.079987
2020-04-07,372.279999,379.959991,361.76001,370.079987
2020-04-08,371.119995,372.279999,379.959991,361.76001
2020-04-09,370.720001,371.119995,372.279999,379.959991
2020-04-13,396.720001,370.720001,371.119995,372.279999
2020-04-14,413.549988,396.720001,370.720001,371.119995
2020-04-15,426.75,413.549988,396.720001,370.720001
2020-04-16,439.170013,426.75,413.549988,396.720001
2020-04-17,422.959991,439.170013,426.75,413.549988
2020-04-20,437.48999,422.959991,439.170013,426.75
2020-04-21,433.829987,437.48999,422.959991,439.170013
2020-04-22,421.420013,433.829987,437.48999,422.959991
2020-04-23,426.700012,421.420013,433.829987,437.48999
2020-04-24,424.98999,426.700012,421.420013,433.829987
2020-04-27,421.380005,424.98999,426.700012,421.420013
2020-04-28,403.829987,421.380005,424.98999,426.700012
2020-04-29,411.890015,403.829987,421.380005,424.98999
2020-04-30,419.850006,411.890015,403.829987,421.380005
2020-05-01,415.269989,419.850006,411.890015,403.829987
2020-05-04,428.149994,415.269989,419.850006,411.890015
2020-05-05,424.679993,428.149994,415.269989,419.850006
2020-05-06,434.26001,424.679993,428.149994,415.269989
2020-05-07,436.529999,434.26001,424.679993,428.149994
2020-05-08,435.549988,436.529999,434.26001,424.679993
2020-05-11,440.519989,435.549988,436.529999,434.26001
2020-05-12,431.820007,440.519989,435.549988,436.529999
2020-05-13,438.269989,431.820007,440.519989,435.549988
2020-05-14,441.950012,438.269989,431.820007,440.519989
2020-05-15,454.190002,441.950012,438.269989,431.820007
2020-05-18,452.579987,454.190002,441.950012,438.269989
2020-05-19,451.040009,452.579987,454.190002,441.950012
2020-05-20,447.670013,451.040009,452.579987,454.190002
2020-05-21,436.25,447.670013,451.040009,452.579987
2020-05-22,429.320007,436.25,447.670013,451.040009
2020-05-26,414.769989,429.320007,436.25,447.670013
2020-05-27,419.890015,414.769989,429.320007,436.25
2020-05-28,413.440002,419.890015,414.769989,429.320007
2020-05-29,419.730011,413.440002,419.890015,414.769989
2020-06-01,425.920013,419.730011,413.440002,419.890015
2020-06-02,427.309998,425.920013,419.730011,413.440002
2020-06-03,421.970001,427.309998,425.920013,419.730011
2020-06-04,414.329987,421.970001,427.309998,425.920013
2020-06-05,419.600006,414.329987,421.970001,427.309998
2020-06-08,419.48999,419.600006,414.329987,421.970001
2020-06-09,434.049988,419.48999,419.600006,414.329987
2020-06-10,434.480011,434.049988,419.48999,419.600006
2020-06-11,425.559998,434.480011,434.049988,419.48999
2020-06-12,418.070007,425.559998,434.480011,434.049988
2020-06-15,425.5,418.070007,425.559998,434.480011
2020-06-16,436.130005,425.5,418.070007,425.559998
2020-06-17,447.769989,436.130005,425.5,418.070007
2020-06-18,449.869995,447.769989,436.130005,425.5
2020-06-19,453.720001,449.869995,447.769989,436.130005
2020-06-22,468.040009,453.720001,449.869995,447.769989
2020-06-23,466.26001,468.040009,453.720001,449.869995
2020-06-24,457.850006,466.26001,468.040009,453.720001
2020-06-25,465.910004,457.850006,466.26001,468.040009
2020-06-26,443.399994,465.910004,457.850006,466.26001
2020-06-29,447.23999,443.399994,465.910004,457.850006
2020-06-30,455.040009,447.23999,443.399994,465.910004
2020-07-01,485.640015,455.040009,447.23999,443.399994
2020-07-02,476.890015,485.640015,455.040009,447.23999
2020-07-06,493.809998,476.890015,485.640015,455.040009
2020-07-07,493.160004,493.809998,476.890015,485.640015
2020-07-08,502.779999,493.160004,493.809998,476.890015
2020-07-09,507.76001,502.779999,493.160004,493.809998
2020-07-10,548.72998,507.76001,502.779999,493.160004
2020-07-13,525.5,548.72998,507.76001,502.779999
2020-07-14,524.880005,525.5,548.72998,507.76001
2020-07-15,523.26001,524.880005,525.5,548.72998
2020-07-16,527.390015,523.26001,524.880005,525.5
2020-07-17,492.98999,527.390015,523.26001,524.880005
2020-07-20,502.410004,492.98999,527.390015,523.26001
2020-07-21,490.100006,502.410004,492.98999,527.390015
2020-07-22,489.820007,490.100006,502.410004,492.98999
2020-07-23,477.579987,489.820007,490.100006,502.410004
2020-07-24,480.450012,477.579987,489.820007,490.100006
2020-07-27,495.649994,480.450012,477.579987,489.820007
2020-07-28,488.51001,495.649994,480.450012,477.579987
2020-07-29,484.480011,488.51001,495.649994,480.450012
2020-07-30,485.799988,484.480011,488.51001,495.649994
2020-07-31,488.880005,485.799988,484.480011,488.51001
2020-08-03,498.619995,488.880005,485.799988,484.480011
2020-08-04,509.640015,498.619995,488.880005,485.799988
2020-08-05,502.109985,509.640015,498.619995,488.880005
2020-08-06,509.079987,502.109985,509.640015,498.619995
2020-08-07,494.730011,509.079987,502.109985,509.640015
2020-08-10,483.380005,494.730011,509.079987,502.109985
2020-08-11,466.929993,483.380005,494.730011,509.079987
2020-08-12,475.470001,466.929993,483.380005,494.730011
2020-08-13,481.329987,475.470001,466.929993,483.380005
2020-08-14,482.679993,481.329987,475.470001,466.929993
2020-08-17,482.350006,482.679993,481.329987,475.470001
2020-08-18,491.869995,482.350006,482.679993,481.329987
2020-08-19,484.529999,491.869995,482.350006,482.679993
2020-08-20,497.899994,484.529999,491.869995,482.350006
2020-08-21,492.309998,497.899994,484.529999,491.869995
2020-08-24,488.809998,492.309998,497.899994,484.529999
2020-08-25,490.579987,488.809998,492.309998,497.899994
2020-08-26,547.530029,490.579987,488.809998,492.309998
2020-08-27,526.27002,547.530029,490.579987,488.809998
2020-08-28,523.890015,526.27002,547.530029,490.579987
2020-08-31,529.559998,523.890015,526.27002,547.530029
2020-09-01,556.549988,529.559998,523.890015,526.27002
2020-09-02,552.840027,556.549988,529.559998,523.890015
2020-09-03,525.75,552.840027,556.549988,529.559998
2020-09-04,516.049988,525.75,552.840027,556.549988
2020-09-08,507.019989,516.049988,525.75,552.840027
2020-09-09,500.190002,507.019989,516.049988,525.75
2020-09-10,480.670013,500.190002,507.019989,516.049988
2020-09-11,482.029999,480.670013,500.190002,507.019989
2020-09-14,476.26001,482.029999,480.670013,500.190002
2020-09-15,495.98999,476.26001,482.029999,480.670013
2020-09-16,483.859985,495.98999,476.26001,482.029999
2020-09-17,470.200012,483.859985,495.98999,476.26001
2020-09-18,469.959991,470.200012,483.859985,495.98999
2020-09-21,487.350006,469.959991,470.200012,483.859985
2020-09-22,491.170013,487.350006,469.959991,470.200012
2020-09-23,470.609985,491.170013,487.350006,469.959991
2020-09-24,473.079987,470.609985,491.170013,487.350006
2020-09-25,482.880005,473.079987,470.609985,491.170013
2020-09-28,490.649994,482.880005,473.079987,470.609985
2020-09-29,493.480011,490.649994,482.880005,473.079987
2020-09-30,500.029999,493.480011,490.649994,482.880005
2020-10-01,527.51001,500.029999,493.480011,490.649994
2020-10-02,503.059998,527.51001,500.029999,493.480011
2020-10-05,520.650024,503.059998,527.51001,500.029999
2020-10-06,505.869995,520.650024,503.059998,527.51001
2020-10-07,534.659973,505.869995,520.650024,503.059998
2020-10-08,531.789978,534.659973,505.869995,520.650024
2020-10-09,539.440002,531.789978,534.659973,505.869995
2020-10-12,539.809998,539.440002,531.789978,534.659973
2020-10-13,554.090027,539.809998,539.440002,531.789978
2020-10-14,541.450012,554.090027,539.809998,539.440002
2020-10-15,541.940002,541.450012,554.090027,539.809998
2020-10-16,530.789978,541.940002,541.450012,554.090027
2020-10-19,530.719971,530.789978,541.940002,541.450012
2020-10-20,525.419983,530.719971,530.789978,541.940002
2020-10-21,489.049988,525.419983,530.719971,530.789978
2020-10-22,485.230011,489.049988,525.419983,530.719971
2020-10-23,488.279999,485.230011,489.049988,525.419983
2020-10-26,488.23999,488.279999,485.230011,489.049988
2020-10-27,488.929993,488.23999,488.279999,485.230011
2020-10-28,486.23999,488.929993,488.23999,488.279999
2020-10-29,504.209991,486.23999,488.929993,488.23999
2020-10-30,475.73999,504.209991,486.23999,488.929993
2020-11-02,484.119995,475.73999,504.209991,486.23999
2020-11-03,487.220001,484.119995,475.73999,504.209991
2020-11-04,496.950012,487.220001,484.119995,475.73999
2020-11-05,513.76001,496.950012,487.220001,484.119995
2020-11-06,514.72998,513.76001,496.950012,487.220001
2020-11-09,470.5,514.72998,513.76001,496.950012
2020-11-10,480.23999,470.5,514.72998,513.76001
2020-11-11,490.76001,480.23999,470.5,514.72998
2020-11-12,486.769989,490.76001,480.23999,470.5
2020-11-13,482.839996,486.769989,490.76001,480.23999
2020-11-16,479.100006,482.839996,486.769989,490.76001
2020-11-17,480.630005,479.100006,482.839996,486.769989
2020-11-18,481.790009,480.630005,479.100006,482.839996
2020-11-19,484.670013,481.790009,480.630005,479.100006
2020-11-20,488.23999,484.670013,481.790009,480.630005
2020-11-23,476.619995,488.23999,484.670013,481.790009
2020-11-24,482.880005,476.619995,488.23999,484.670013
2020-11-25,485.0,482.880005,476.619995,488.23999
2020-11-27,491.359985,485.0,482.880005,476.619995
2020-11-30,490.700012,491.359985,485.0,482.880005
2020-12-01,504.579987,490.700012,491.359985,485.0
2020-12-02,503.380005,504.579987,490.700012,491.359985
2020-12-03,497.519989,503.380005,504.579987,490.700012
2020-12-04,498.309998,497.519989,503.380005,504.579987
2020-12-07,515.780029,498.309998,497.519989,503.380005
2020-12-08,512.659973,515.780029,498.309998,497.519989
2020-12-09,493.600006,512.659973,515.780029,498.309998
2020-12-10,501.089996,493.600006,512.659973,515.780029
2020-12-11,503.220001,501.089996,493.600006,512.659973
2020-12-14,522.419983,503.220001,501.089996,493.600006
2020-12-15,519.780029,522.419983,503.220001,501.089996
2020-12-16,524.830017,519.780029,522.419983,503.220001
2020-12-17,532.900024,524.830017,519.780029,522.419983
2020-12-18,534.450012,532.900024,524.830017,519.780029
2020-12-21,528.909973,534.450012,532.900024,524.830017
2020-12-22,527.330017,528.909973,534.450012,532.900024
2020-12-23,514.47998,527.330017,528.909973,534.450012
2020-12-24,513.969971,514.47998,527.330017,528.909973
2020-12-28,519.119995,513.969971,514.47998,527.330017
2020-12-29,530.869995,519.119995,513.969971,514.47998
2020-12-30,524.590027,530.869995,519.119995,513.969971
2020-12-31,540.72998,524.590027,530.869995,519.119995
2021-01-04,522.859985,540.72998,524.590027,530.869995
2021-01-05,520.799988,522.859985,540.72998,524.590027
2021-01-06,500.48999,520.799988,522.859985,540.72998
2021-01-07,508.890015,500.48999,520.799988,522.859985
2021-01-08,510.399994,508.890015,500.48999,520.799988
2021-01-11,499.100006,510.399994,508.890015,500.48999
2021-01-12,494.25,499.100006,510.399994,508.890015
2021-01-13,507.790009,494.25,499.100006,510.399994
2021-01-14,500.859985,507.790009,494.25,499.100006
2021-01-15,497.980011,500.859985,507.790009,494.25
2021-01-19,501.769989,497.980011,500.859985,507.790009
2021-01-20,586.340027,501.769989,497.980011,500.859985
2021-01-21,579.840027,586.340027,501.769989,497.980011
2021-01-22,565.169983,579.840027,586.340027,501.769989
2021-01-25,556.780029,565.169983,579.840027,586.340027
2021-01-26,561.929993,556.780029,565.169983,579.840027
2021-01-27,523.280029,561.929993,556.780029,565.169983
2021-01-28,538.599976,523.280029,561.929993,556.780029
2021-01-29,532.390015,538.599976,523.280029,561.929993
2021-02-01,539.039978,532.390015,538.599976,523.280029
2021-02-02,548.159973,539.039978,532.390015,538.599976
2021-02-03,539.450012,548.159973,539.039978,532.390015
2021-02-04,552.159973,539.450012,548.159973,539.039978
2021-02-05,550.789978,552.159973,539.450012,548.159973
2021-02-08,547.919983,550.789978,552.159973,539.450012
2021-02-09,559.070007,547.919983,550.789978,552.159973
2021-02-10,563.590027,559.070007,547.919983,550.789978
2021-02-11,557.590027,563.590027,559.070007,547.919983
2021-02-12,556.52002,557.590027,563.590027,559.070007
2021-02-16,557.280029,556.52002,557.590027,563.590027
2021-02-17,551.340027,557.280029,556.52002,557.590027
2021-02-18,548.219971,551.340027,557.280029,556.52002
2021-02-19,540.219971,548.219971,551.340027,557.280029
2021-02-22,533.780029,540.219971,548.219971,551.340027
2021-02-23,546.150024,533.780029,540.219971,548.219971
2021-02-24,553.409973,546.150024,533.780029,540.219971
2021-02-25,546.700012,553.409973,546.150024,533.780029
2021-02-26,538.849976,546.700012,553.409973,546.150024
2021-03-01,550.640015,538.849976,546.700012,553.409973
2021-03-02,547.820007,550.640015,538.849976,546.700012
2021-03-03,520.700012,547.820007,550.640015,538.849976
2021-03-04,511.290009,520.700012,547.820007,550.640015
2021-03-05,516.390015,511.290009,520.700012,547.820007
2021-03-08,493.329987,516.390015,511.290009,520.700012
2021-03-09,506.440002,493.329987,516.390015,511.290009
2021-03-10,504.540009,506.440002,493.329987,516.390015
2021-03-11,523.059998,504.540009,506.440002,493.329987
2021-03-12,518.02002,523.059998,504.540009,506.440002
2021-03-15,520.25,518.02002,523.059998,504.540009
2021-03-16,524.030029,520.25,518.02002,523.059998
2021-03-17,524.440002,524.030029,520.25,518.02002
2021-03-18,504.790009,524.440002,524.030029,520.25
2021-03-19,512.179993,504.790009,524.440002,524.030029
2021-03-22,523.109985,512.179993,504.790009,524.440002
2021-03-23,535.090027,523.109985,512.179993,504.790009
2021-03-24,520.809998,535.090027,523.109985,512.179993
2021-03-25,502.859985,520.809998,535.090027,523.109985
2021-03-26,508.049988,502.859985,520.809998,535.090027
2021-03-29,513.950012,508.049988,502.859985,520.809998
2021-03-30,513.390015,513.950012,508.049988,502.859985
2021-03-31,521.659973,513.390015,513.950012,508.049988
2021-04-01,539.419983,521.659973,513.390015,513.950012
2021-04-05,540.669983,539.419983,521.659973,513.390015
2021-04-06,544.530029,540.669983,539.419983,521.659973
2021-04-07,546.98999,544.530029,540.669983,539.419983
2021-04-08,554.580017,546.98999,544.530029,540.669983
2021-04-09,555.309998,554.580017,546.98999,544.530029
2021-04-12,552.780029,555.309998,554.580017,546.98999
2021-04-13,553.72998,552.780029,555.309998,554.580017
2021-04-14,540.02002,553.72998,552.780029,555.309998
2021-04-15,549.219971,540.02002,553.72998,552.780029
2021-04-16,546.539978,549.219971,540.02002,553.72998
2021-04-19,554.440002,546.539978,549.219971,540.02002
2021-04-20,549.570007,554.440002,546.539978,549.219971
2021-04-21,508.899994,549.570007,554.440002,546.539978
2021-04-22,508.779999,508.899994,549.570007,554.440002
2021-04-23,505.549988,508.779999,508.899994,549.570007
2021-04-26,510.299988,505.549988,508.779999,508.899994
2021-04-27,505.549988,510.299988,505.549988,508.779999
2021-04-28,506.519989,505.549988,510.299988,505.549988
2021-04-29,509.0,506.519989,505.549988,510.299988
2021-04-30,513.469971,509.0,506.519989,505.549988
2021-05-03,509.109985,513.469971,509.0,506.519989
2021-05-04,503.179993,509.109985,513.469971,509.0
2021-05-05,496.079987,503.179993,509.109985,513.469971
2021-05-06,499.549988,496.079987,503.179993,509.109985
2021-05-07,503.839996,499.549988,496.079987,503.179993
2021-05-10,486.690002,503.839996,499.549988,496.079987
2021-05-11,495.079987,486.690002,503.839996,499.549988
2021-05-12,484.980011,495.079987,486.690002,503.839996
2021-05-13,486.660004,484.980011,495.079987,486.690002
2021-05-14,493.369995,486.660004,484.980011,495.079987
2021-05-17,488.940002,493.369995,486.660004,484.980011
2021-05-18,486.279999,488.940002,493.369995,486.660004
2021-05-19,487.700012,486.279999,488.940002,493.369995
2021-05-20,501.670013,487.700012,486.279999,488.940002
2021-05-21,497.890015,501.670013,487.700012,486.279999
2021-05-24,502.899994,497.890015,501.670013,487.700012
2021-05-25,501.339996,502.899994,497.890015,501.670013
2021-05-26,502.359985,501.339996,502.899994,497.890015
2021-05-27,503.859985,502.359985,501.339996,502.899994
2021-05-28,502.809998,503.859985,502.359985,501.339996
2021-06-01,499.079987,502.809998,503.859985,502.359985
2021-06-02,499.23999,499.079987,502.809998,503.859985
2021-06-03,489.429993,499.23999,499.079987,502.809998
2021-06-04,494.73999,489.429993,499.23999,499.079987
2021-06-07,494.660004,494.73999,489.429993,499.23999
2021-06-08,492.390015,494.660004,494.73999,489.429993
2021-06-09,485.809998,492.390015,494.660004,494.73999
2021-06-10,487.269989,485.809998,492.390015,494.660004
2021-06-11,488.769989,487.269989,485.809998,492.390015
2021-06-14,499.890015,488.769989,487.269989,485.809998
2021-06-15,491.899994,499.890015,488.769989,487.269989
